Id,Review,Components,Delivery and Customer Support,Design and Aesthetics,Dimensions,Features,Functionality,Installation,Material,Price,Quality,Usability,Polarity
1119,"I really like this Auto Drive 8 pattern nozzle,its heavy duty and very well made. It's not flimsy at all. Its comfortable to hold. You turn it on/off by sliding the bar up or down with your thumb. You turn the dial to pick from eight different options to spray in a pattern that you choose. This is easy to use and it's easy to attach the nozzle to the hose. I recommend this nozzle because it's well made, easy to use and its comfortable to hold on to. It's very stylish, it can only be used with cold water. It has a working pressure of 60 psi and burst pressure of 200 psi. I also like that it has an easy dial with eight options.See more",0,0,0,0,0,0,0,0,0,1,1,1
1120,"Due to a remodel on the bathroom, this toilet was professionally assembled and installed.  This toilet is located in the master bathroom. Only 2 people use it, the teenagers do not even get to use it. All that to say, this toilet clogs nearly everyday! It is terrible for clearing the clogs, we're talking up to 15 minutes with the plunger and all I did was pee. Something is WAY off here. I do not recommend this toilet.",0,0,0,0,0,1,0,0,0,1,0,0
1121,These are used to hold my backdrops for photography and have been great!!,0,0,0,0,0,1,0,0,0,0,0,1
1122,Good c clamps for the money !,0,0,0,0,0,0,0,0,1,0,0,1
1123,Easy and affordable!!,0,0,0,0,0,0,0,0,1,0,0,1
1124,The ring device didn't stay charged over night even with a solar panel charger hooked up to it.It didn't stay connected to the internet.The picture at night is distorted.,1,0,0,0,0,0,0,0,0,1,0,0
1125,First time user very easy to use,0,0,0,0,0,0,0,0,0,0,1,1
1126,Great value! Cheerful print. Brings a touch of light to the entryway,0,0,0,0,0,0,0,0,1,0,0,1
1127,Easy to use and store,0,0,0,0,0,0,0,0,0,0,1,1
1128,Purchased this item to cut tubing for a dental unit. It cuts cleanly and precisely for replacing the vacuum lines on dental units.,0,0,0,0,0,1,0,0,0,0,0,1
1129,Great sprinkler. Has great range. Feels sturdy. Would recommend.,0,0,0,0,0,1,0,0,0,1,0,1
1130,Works fine. Good grip/tension.,0,0,0,0,0,1,0,0,0,0,0,1
1131,"This Kobalt pex cutter cuts up to 1 inch and feels really good in your hand, i believe this will cut down on hand fatigue. You can also replace the cutting blade.",0,0,0,0,1,0,0,0,0,0,1,1
1132,Purchased 3 of these. They are clear and have a good picture. Identifying a person or license plate tho is limited to about 20 feet out. All in all they do a good job. The cameras can be a bit temperamental but not uncommon with anything running on wi-fi,0,0,0,0,0,0,0,0,0,1,0,1
1133,Fail. Didn't last.,0,0,0,0,0,0,0,0,0,1,0,0
1134,18 gauge brad nails worked great,0,0,0,0,0,1,0,0,0,0,0,1
1135,The kobalt pex cutters worked great for me on a recent DIY job. They leave a clean straight cut which is needed for good coupler fitting. Works great on braided hose too! Changing blade is super easy but I have yet too cuz still very sharp after numerous cuts!,1,0,0,0,0,1,0,0,0,0,1,1
1136,Very cheaply made. Smallest nozzle wouldn't even work. Returned the set. Don't recommend.,0,0,0,0,0,1,0,0,0,1,0,0
1137,"It's a toilet, it works! The seat is a bit flimsy, but overall it accomplished the purpose",1,0,0,0,0,1,0,0,0,0,0,0
1138,The sprinkler performs as well as Nelson Tractor. Great price. Love the design and color.See more,0,0,1,0,0,1,0,0,1,0,0,1
1139,These are really pretty. They make our patio look beautiful!,0,0,1,0,0,0,0,0,0,0,0,1
1140,"For someone who does not do much housework projects, easy to install and worked well to create a new screen.",0,0,0,0,0,1,1,0,0,0,0,1
1141,Extremely pleased with these outdoor cushions. High quality and beautiful,0,0,1,0,0,0,0,0,0,1,0,1
1142,"Easy to use. Kinda wimpy, but ok for now.",0,0,0,0,0,0,0,0,0,1,1,0
1143,"I just completed a good amount of pex runs in my crawl space and fixed a few additional runs above ground and these crimpers did everything I needed at less than half the price of other tools. For DIY jobs and the home user, I find these sufficient.",0,0,0,0,0,0,0,0,1,0,0,1
1144,Works as described. Has good weight to it.  Hose has to be one continuous length. If you put 2 hoses together unit will most likely stop at coupling and tear up your grass and mess  up the gears. Watch it's maiden voyage from time to time to work out any kinks. I have a 100 foot flat run. It takes about 3 or more hours to transverse. To many variables can affect the  auto water shut off on the unit so I use a faucet timer. I anticipate my water bill will be much higher  as this thing is designed to go slow using lots of water but you should end up with very green grass....,0,0,0,1,0,0,0,0,0,0,0,1
1145,Flushes very well. Good value for the price.  I will be buying another one.,0,0,0,0,0,1,0,0,1,0,0,1
1146,Very sturdy compared to the plastic one I replaced. Worked for me.,0,0,0,0,0,1,0,0,0,1,0,1
1147,"This is an excellent tool to have in your plumbing kit. Very well built and appears sturdy. I loved the interchangeable inserts for use multiple sized pipes. I highly recommend it, a must buy. Cheers",0,0,0,0,0,0,0,0,0,1,0,1
1148,"I trusted the Shark Bite band and bought this cutter. I was sadly disappointed. While it cut Pex tubing OK, the cuts were usually crooked. And the blade would not enter to slot to complete the cut. On 3/4 inch Pex the cut was off square by 1/8 inch. I bought a Rigid cutter to replace this one, much better.",0,0,0,0,0,0,0,0,0,1,0,0
1149,I have multiple Dropcam cameras and they work wonderfully,0,0,0,0,0,1,0,0,0,0,0,1
1150,"Overall it's easy to install and works fine. The big issue is that the water level in the bowl is so low that you will have constant excrement lining the sides of your bowl. Disgusting and poor design as American Standard states plainly that you can't adjust the water level in your bowl. Toilets have been around for how many years and you make it so the water level is only around 4"" at the bottom of the bowl? Oh, by the way we have two of them so it's not a fluke. Shame on you AS.",0,0,1,0,0,1,1,0,0,0,0,1
1151,Really happy with this oscillating sprinkler. It has great coverage and and disperses water very evenly across the yard.,0,0,0,0,0,1,0,0,0,0,0,1
1152,The Bessey 4-1/2in. Light Duty Bench Vise with Swivel Base is great for my needs.  It works very well and very glad I bought it.,0,0,0,0,0,1,0,0,0,0,0,1
1153,These clamps are great. They come in multiple sizes for any size job. The price was amazing. The clamp's hold even on slick surface and are easy to remove. They do not pop off when clamped. Great product.,0,0,0,0,0,1,0,0,1,0,1,1
1154,Replaced the original flimsy mount with this  one and was so much sturdier and easier to install.,0,0,0,0,0,0,1,0,0,1,0,1
1155,"They work great, I use them with Husker and Ryobi nail/staple guns.",0,0,0,0,0,1,0,0,0,0,0,1
1156,Very inexpensive sprinkler and it works well. Good buy!,0,0,0,0,0,1,0,0,1,0,0,1
1157,Great tool fir the price. When you need one of these they are priceless. Wish it were a tad shorter. Length limits use in tight position,0,0,0,0,0,0,0,0,1,0,0,1
1158,Love the fact that three sizes are included. Don't have to buy so many,0,0,0,1,0,0,0,0,0,0,0,1
1159,"Our daughter was born with a rare genetic disorder that causes her to have daily seizures. We have bought several other brand of cameras to record her if she is in her bed sleeping and having a seizure but none have worked as well as this indoor camera!We have the camera mounted in her room and set to record on motion or sound, which she does both during her seizures. So if we are asleep, the movement will alert our phone and then alert us of a seizure and records it for us. We send the video to...",0,0,0,0,0,1,0,0,0,0,0,1
1160,Worked extremely well and were highly adjustable,0,0,0,0,1,1,0,0,0,0,0,1
1161,Work great in tight spaces. That's the reason I got these. To get into places where I couldn't before.,0,0,0,0,0,1,0,0,0,0,0,1
1162,Received on time and works as well as some of the more expensive ones I've purchased from big box stores. RecommendedSee more,0,1,0,0,0,1,0,0,0,1,0,1
1163,"Unlike other nozzles with a trigger control valve this nozzle has a reliable adjustable valve that once it's set for the amount of flow you want, you don't have to worry about it again while your spraying. Also, the trigger nozzles I've had in the past only last about one or two seasons and then the spring weakens and they don't shut off all the way when you let the trigger go. With this nozzle you won't have that problem.",1,0,0,0,0,0,0,0,0,0,0,1
1164,"Work as intended , good product for the price",0,0,0,0,0,0,0,0,1,0,0,1
1165,Holds well. Slim profile keeps it from getting in the way.,0,0,0,1,0,1,0,0,0,0,0,1
1166,Works great. No issues.,0,0,0,0,0,1,0,0,0,0,0,1
1167,I purchased this model because of the unique on / off handle. I've had bad luck with the conventional hand trigger nozzle's so I decided to try something new. I have used it for a couple of months and so far no issues. I do wish the shower setting was a little stronger but other than that I like it.,0,0,1,0,0,1,0,0,0,0,0,1
1168,My product was defective. It wouldn't stay charged,1,0,0,0,0,0,0,0,0,1,0,0
1169,Works fine. I can't see getting the ones with more clamping power for what I need them for.,0,0,0,0,0,1,0,0,0,0,0,1
1170,Everything else about this camera works great EXCEPT it DOES NOT work with Alexa like my other Kasa appliances do. I also have the Blink Mini's (which work with Alexa) but I feel this camera has a better view overall than the Blink Mini's do. Make this camera work with Alexa and I will buy more..,0,0,0,0,0,1,0,0,0,0,0,0
1171,The kit made it very easy to replace the screen.,0,0,0,0,0,0,0,0,0,0,1,1
1172,It connects quickly to the wifi and it works great for the price,0,0,0,0,0,1,0,0,1,0,0,1
1173,Im very  happy with our Optum  VorMax toilet! Im very happy with how it works and it looks great! Im very happy that i chose this toilet! I did have it installed by a plumber.,0,0,1,0,0,1,0,0,0,0,0,1
1174,The nails seem to jam up in my Porter Cable when it gets to low on nails. Otherwise working fine and happy with the nails. Not so much with the Porter Cable nailer that uses the nails.,0,0,0,0,0,1,0,0,0,0,0,1
1175,returned doesn't spray like it says,0,0,0,0,0,1,0,0,0,0,0,0
1176,Very hard to adjust to the flow you want.Also water comes out the rotator section where it should not. Would not buy this one again,0,0,0,0,0,0,0,0,0,0,1,0
1177,The day I received this sprinkler we put it in our huge garden turn the water on I could not believe it watered the whole garden this is a well-made sprinkler easy to use this is great for any garden or new lawn being put in I would definitely recommend This oscillating sprinkler believe me you will not go wrong I think this is the best oscillating sprinkler I have ever had and I have had gardens for many years and put in new sod and this oscillating sprinkler works the best covers a large large area,0,0,0,0,0,1,0,0,0,1,1,1
1178,This is a solid tool that makes easy work of crimping 3/4 rings on pex.,0,0,0,0,0,0,0,0,0,1,1,1
1179,"Not sure how to recommend nails, but these worked great in my Porter Cable nail gun.  No jams, issues loading, or anything.  So, if you have any doubts about these framing nails, you shouldn't.",0,0,0,0,0,1,0,0,0,1,0,1
1180,Works great and makes cutting so much easier. It does cut at a slight angle but that may just be user error. Would recommend.,0,0,0,0,0,1,0,0,0,1,1,1
1181,"If you want to keep an eye on your home when you are not there, this is the right device to do it.It keeps you updated with alerts, night vision, and integrated microphones.100% recommended.",0,0,0,0,1,1,0,0,0,1,0,1
1182,Good item and low price,0,0,0,0,0,0,0,0,1,0,0,1
1183,Strong and worth the money,0,0,0,0,0,0,0,0,1,1,0,1
1184,Excellent product. Great value.,0,0,0,0,0,0,0,0,1,0,0,1
1185,WOW - all the directions makes this a great item for the yard and grandson water play,0,0,0,0,0,1,0,0,0,0,0,1
1186,It extends from small to large very easily. I would highly recommend it!,0,0,0,0,0,1,0,0,0,1,0,1
1187,It works great and I can adjust the pattern easily.,0,0,0,0,0,1,0,0,0,0,1,1
